Cause,Fire-Start-Date,Initial-Report-Date,Fire-Out-Date,Region,Zone,County,Municipality,NFFL-Fuel-Model,Complex-Type,Acreage,Latitude,Longitude,Ownership,Reporting-Ranger,Fire-Report-Method,New-York-Zip-Codes,Counties,NYS-Municipal-Boundaries,duration,oil,year,month,day
Lightning,04/24/2008,04/25/2008,04/29/2008,8,8A,Yates,MIDDLESEX, 8 - Timber - Light Hardwood Litter,4.0,3.5,42.67802,-77.30894,Private Property,"Dormer,Patrick G",911 Dispatch,320.0,2225.0,93.0,5.0,8,2008,04,24
Debris Burning,04/25/2008,04/25/2008,04/26/2008,5,5F,Washington,HEBRON, 8 - Timber - Light Hardwood Litter,4.0,1.0,43.28906,-73.27338,Private Property,"Schwab,Werner J",911 Dispatch,94.0,2184.0,721.0,1.0,8,2008,04,25
Incendiary,04/25/2008,04/25/2008,04/25/2008,7,7A,Oswego,SCHROEPPEL,12 - Slash - Medium,5.0,0.1,43.24131,-76.23100000000002,Private Property,"Jackson,Scott ",Ranger Patrol,669.0,2135.0,233.0,0.0,1,2008,04,25
Miscellaneous,04/25/2008,04/25/2008,04/28/2008,8,8A,Steuben,URBANA, 8 - Timber - Light Hardwood Litter,4.0,3.5,42.43429,-77.23401,Private Property,"Farrand,Anne M",911 Dispatch,1779.0,2178.0,21.0,3.0,8,2008,04,25
Debris Burning,04/25/2008,04/25/2008,04/25/2008,8,8A,Steuben,CANISTEO, 1 - Grass - Light,4.0,0.3,42.19705,-77.62915,Private Property,"Carpenter,Timothy J",911 Dispatch,1753.0,2178.0,33.0,0.0,1,2008,04,25
Debris Burning,04/25/2008,04/25/2008,04/25/2008,4,4A,Columbia,HILLSDALE, 8 - Timber - Light Hardwood Litter,5.0,1.0,42.2575,-73.53505,Private Property,"Hess,Joseph C",911 Dispatch,973.0,619.0,516.0,0.0,8,2008,04,25
Debris Burning,04/25/2008,04/25/2008,04/25/2008,7,7A,Broome,WINDSOR, 8 - Timber - Light Hardwood Litter,5.0,1.5,42.11896,-75.75542,Private Property,"Oldroyd,Jeremy M",911 Dispatch,474.0,2033.0,936.0,0.0,8,2008,04,25
Smoking,04/25/2008,04/25/2008,04/25/2008,5,5E,Warren,JOHNSBURG, 1 - Grass - Light,5.0,0.5,43.72836,-74.08485,Private Property,"George,Greg ",911 Dispatch,137.0,2183.0,821.0,0.0,1,2008,04,25
Miscellaneous,04/25/2008,04/25/2008,04/26/2008,5,5F,Washington,SALEM, 2 - Grass - Understory,4.0,3.0,43.18354,-73.3266,Private Property,"Schwab,Werner J",911 Dispatch,146.0,2184.0,717.0,1.0,2,2008,04,25
Debris Burning,04/25/2008,04/25/2008,04/30/2008,5,5E,Warren,LAKE LUZERNE, 9 - Timber - Medium Hardwood Litter,1.0,15.2,43.29658,-73.81903,Private Property,"Solan,John X",911 Dispatch,129.0,2183.0,819.0,5.0,9,2008,04,25
Debris Burning,04/26/2008,04/26/2008,04/26/2008,5,5B,Clinton,BLACK BROOK, 1 - Grass - Light,5.0,1.0,43.59282,-73.80359,Private Property,"Praczkajlo,Robert ",911 Dispatch,804.0,2183.0,815.0,0.0,1,2008,04,26
Debris Burning,04/26/2008,04/26/2008,04/26/2008,7,7A,Oswego,CONSTANTIA, 8 - Timber - Light Hardwood Litter,4.0,0.9,43.2749,-75.87313,Private Property,"Jackson,Scott ",911 Dispatch,360.0,2135.0,249.0,0.0,8,2008,04,26
Children,04/26/2008,04/26/2008,04/27/2008,3,3A,Ulster,WAWARSING, 9 - Timber - Medium Hardwood Litter,4.0,1.1,41.75745,-74.42621,Private Property,"Miller,Gary W",911 Dispatch,252.0,2182.0,407.0,1.0,9,2008,04,26
Miscellaneous,04/26/2008,04/26/2008,04/30/2008,5,5F,Saratoga,DAY, 8 - Timber - Light Hardwood Litter,5.0,2.5,43.29631,-74.05537,Private Property,"Heare,Suzanne M",911 Dispatch,97.0,2141.0,1007.0,4.0,8,2008,04,26
Lightning,04/27/2008,04/27/2008,04/30/2008,8,8A,Ontario,RICHMOND, 8 - Timber - Light Hardwood Litter,4.0,1.5,42.70133,-77.486,Private Property,"Dormer,Patrick G",911 Dispatch,241.0,2133.0,802.0,3.0,8,2008,04,27
Debris Burning,04/25/2008,04/28/2008,04/25/2008,8,8A,Schuyler,ORANGE, 1 - Grass - Light,5.0,1.0,42.34401,-77.06838,Private Property,"Meehan,William X",911 Dispatch,1761.0,2143.0,643.0,0.0,1,2008,04,25
Prescribed Fire,05/01/2008,05/01/2008,05/01/2008,8,8A,Steuben,CAMERON, 2 - Grass - Understory,4.0,10.0,42.21542,-77.40609,State Forest/RF Area,"Meehan,William X",Supervisor,1765.0,2178.0,44.0,0.0,2,2008,05,01
Prescribed Fire,05/02/2008,05/02/2008,05/02/2008,8,8A,Chemung,BIG FLATS, 3 - Grass - Heavy,4.0,8.0,42.131,-76.95612,Other Government,"Meehan,William X",Supervisor,1760.0,2036.0,488.0,0.0,3,2008,05,02
Prescribed Fire,05/06/2008,05/06/2008,05/06/2008,4,4A,Albany,COLONIE, 1 - Grass - Light,5.0,1.7,42.73718,-73.88566,Unique Area,"Bink,Joseph L",Other,72.0,2030.0,834.0,0.0,1,2008,05,06
Miscellaneous,05/06/2008,05/06/2008,05/06/2008,5,5B,Franklin,MOIRA,11 - Slash - Light,5.0,5.5,44.82258,-74.59423000000002,Private Property,"Bassage,Keith ",DEC Dispatch,281.0,621.0,181.0,0.0,1,2008,05,06
Prescribed Fire,05/06/2008,05/06/2008,05/07/2008,1,1A,Suffolk,BROOKHAVEN, 3 - Grass - Heavy,4.0,7.4,40.93067,-72.94668,State Forest/RF Area,"Gallagher,Bryan ",Ranger Patrol,1314.0,2179.0,1022.0,1.0,3,2008,05,06
Equipment,05/07/2008,05/07/2008,05/09/2008,3,3A,Sullivan,MAMAKATING, 7 - Brush - Understory,4.0,64.0,41.51923,-74.50189,Private Property,"Seeley,Jason J",911 Dispatch,1540.0,2180.0,653.0,2.0,7,2008,05,07
Miscellaneous,05/07/2008,05/07/2008,05/07/2008,5,5D,Fulton,CAROGA, 8 - Timber - Light Hardwood Litter,5.0,0.3,43.18075,-74.50471999999998,Forest Preserve,"Perryman,Arthur C",911 Dispatch,1157.0,2085.0,387.0,0.0,8,2008,05,07
Prescribed Fire,05/09/2008,05/09/2008,05/09/2008,8,8A,Monroe,RUSH, 8 - Timber - Light Hardwood Litter,4.0,1.0,42.96098,-77.67648,Unique Area,"Meehan,William X",Other,401.0,2093.0,536.0,0.0,8,2008,05,09
Debris Burning,05/11/2008,05/11/2008,05/11/2008,4,4B,Delaware,ANDES, 8 - Timber - Light Hardwood Litter,5.0,0.2,42.17352,-74.71096,Private Property,"Bink,Joseph L",911 Dispatch,1626.0,2039.0,573.0,0.0,8,2008,05,11
Miscellaneous,05/11/2008,05/11/2008,05/11/2008,5,5D,Hamilton,INDIAN LAKE, 2 - Grass - Understory,4.0,1.5,43.78337,-74.30391999999998,Private Property,"Scott,Jason S",DEC Dispatch,103.0,622.0,867.0,0.0,2,2008,05,11
Prescribed Fire,05/13/2008,05/13/2008,05/13/2008,4,4A,Albany,COLONIE, 3 - Grass - Heavy,5.0,0.5,42.73984,-73.88665999999998,Other Government,"Henry,William ",Other,72.0,2030.0,834.0,0.0,3,2008,05,13
Miscellaneous,05/13/2008,05/13/2008,05/13/2008,5,5B,Franklin,CHATEAUGAY, 1 - Grass - Light,5.0,0.1,44.92331,-74.12402,Private Property,"Gliddi,Thomas ",Ranger Patrol,213.0,621.0,189.0,0.0,1,2008,05,13
Incendiary,05/13/2008,05/13/2008,05/14/2008,5,5E,Essex,NEWCOMB, 6 - Brush - Mixed/Regeneration,5.0,1.2,43.91305,-74.23172,Private Property,"Jeffery,Delbert W",911 Dispatch,134.0,2084.0,438.0,1.0,6,2008,05,13
Debris Burning,05/14/2008,05/14/2008,05/14/2008,4,4A,Rensselaer,PETERSBURG, 9 - Timber - Medium Hardwood Litter,5.0,0.1,42.74498,-73.3087,Private Property,"Hess,Joseph C",911 Dispatch,1305.0,2138.0,118.0,0.0,9,2008,05,14
Children,05/14/2008,05/14/2008,05/16/2008,5,5A,Essex,NORTH ELBA, 8 - Timber - Light Hardwood Litter,5.0,1.0,44.3242,-74.1199,Other Government,"Harjung,Julie ",DEC Dispatch,303.0,2084.0,430.0,2.0,8,2008,05,14
Miscellaneous,05/17/2008,05/17/2008,05/27/2008,5,5E,Warren,THURMAN, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.505,-74.02600000000002,Private Property,"Preston,Stephen L",911 Dispatch,788.0,2183.0,816.0,10.0,8,2008,05,17
Children,05/17/2008,05/17/2008,05/18/2008,5,5E,Warren,QUEENSBURY, 8 - Timber - Light Hardwood Litter,5.0,1.7,43.3427,-73.67811999999998,Private Property,"Donegan,Evan F",Landowner,785.0,2183.0,818.0,1.0,8,2008,05,17
Miscellaneous,05/18/2008,05/18/2008,05/18/2008,5,5B,Franklin,DICKINSON, 8 - Timber - Light Hardwood Litter,5.0,1.6,44.6876,-74.51088,Private Property,"Gliddi,Thomas ",911 Dispatch,222.0,621.0,187.0,0.0,8,2008,05,18
Miscellaneous,05/26/2008,05/26/2008,06/06/2008,5,5E,Warren,QUEENSBURY,12 - Slash - Medium,5.0,9.7,43.32325,-73.75605,Other Not Classified,"Donegan,Evan F",911 Dispatch,129.0,2183.0,819.0,11.0,1,2008,05,26
Campfire,05/24/2008,05/25/2008,05/28/2008,5,5D,Hamilton,LAKE PLEASANT, 9 - Timber - Medium Hardwood Litter,5.0,1.0,43.49718,-74.40581,Forest Preserve,"Seifts,John ",Sheriff,1287.0,622.0,865.0,4.0,9,2008,05,24
Campfire,05/29/2008,05/29/2008,06/01/2008,5,5E,Essex,SCHROON, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.84792,-73.76302,Private Property,"Russell,Edwin ",911 Dispatch,148.0,2084.0,427.0,3.0,8,2008,05,29
Debris Burning,05/29/2008,05/29/2008,05/30/2008,4,4B,Schoharie,MIDDLEBURGH, 9 - Timber - Medium Hardwood Litter,4.0,2.4,42.34177,-74.19024,Private Property,"Edmunds,Thomas R",911 Dispatch,114.0,2087.0,758.0,1.0,9,2008,05,29
Equipment,05/29/2008,05/29/2008,05/30/2008,5,5E,Essex,CROWN POINT, 9 - Timber - Medium Hardwood Litter,5.0,0.6,43.98944,-73.51523,Private Property,"Russell,Edwin ",911 Dispatch,220.0,2084.0,453.0,1.0,9,2008,05,29
Miscellaneous,05/25/2008,05/30/2008,06/02/2008,7,7A,Chenango,PLYMOUTH, 5 - Brush - Continuous but Light,4.0,0.5,42.58975,-75.63773,Private Property,"Prunoske,James ",911 Dispatch,446.0,2037.0,258.0,8.0,5,2008,05,25
Smoking,05/30/2008,05/30/2008,06/06/2008,5,5D,Hamilton,WELLS, 9 - Timber - Medium Hardwood Litter,5.0,0.1,43.62932,-74.29859,Forest Preserve,"Eakin,Thomas ",Other,20.0,622.0,862.0,7.0,9,2008,05,30
Campfire,06/02/2008,06/02/2008,06/04/2008,5,5E,Warren,CHESTER, 8 - Timber - Light Hardwood Litter,5.0,0.5,43.64521,-73.86786,Forest Preserve,"Kabrehl,Charles J",Sheriff,804.0,2183.0,825.0,2.0,8,2008,06,02
Miscellaneous,06/02/2008,06/02/2008,06/06/2008,5,5D,Hamilton,INDIAN LAKE, 9 - Timber - Medium Hardwood Litter,5.0,0.1,43.70963,-74.34781,Forest Preserve,"Seifts,John ",DEC Dispatch,103.0,622.0,867.0,4.0,9,2008,06,02
Incendiary,05/28/2008,05/28/2008,05/28/2008,6,6B,Lewis,WATSON, 1 - Grass - Light,5.0,0.3,43.85512,-75.22898,Private Property,"Hubschmitt,Michael ",911 Dispatch,571.0,623.0,611.0,0.0,1,2008,05,28
Campfire,06/13/2008,06/13/2008,06/13/2008,5,5C,Essex,NORTH ELBA, 9 - Timber - Medium Hardwood Litter,5.0,0.1,44.16575,-73.96933,Wilderness Area,"Giglinto,James ",Ranger Patrol,275.0,2084.0,430.0,0.0,9,2008,06,13
Lightning,06/12/2008,06/12/2008,07/04/2008,5,5D,Hamilton,HOPE, 8 - Timber - Light Hardwood Litter,5.0,9.5,43.3426,-74.18443,Forest Preserve,"Perryman,Arthur C",Other,1302.0,622.0,868.0,22.0,8,2008,06,12
Lightning,06/13/2008,06/13/2008,06/16/2008,5,5F,Washington,SALEM, 8 - Timber - Light Hardwood Litter,4.0,0.5,43.1358,-73.3119,Private Property,"Bodnar,Michael J",911 Dispatch,151.0,2184.0,717.0,3.0,8,2008,06,13
Lightning,06/10/2008,06/16/2008,06/16/2008,6,6B,Lewis,WATSON, 2 - Grass - Understory,5.0,3.0,43.7939,-75.34149000000002,Private Property,"Hubschmitt,Michael ",Sheriff,571.0,623.0,611.0,6.0,2,2008,06,10
Lightning,06/30/2008,07/04/2008,07/06/2008,5,5C,Essex,KEENE, 9 - Timber - Medium Hardwood Litter,5.0,0.1,44.18706,-73.75913,Forest Preserve,"Platt,Charles ",Other,272.0,2084.0,442.0,6.0,9,2008,06,30
Debris Burning,07/06/2008,07/06/2008,07/06/2008,7,7A,Oswego,VOLNEY,11 - Slash - Light,3.0,0.2,43.2879,-76.3707,Private Property,"Jackson,Scott ",911 Dispatch,623.0,2135.0,231.0,0.0,1,2008,07,06
Debris Burning,07/06/2008,07/06/2008,07/07/2008,6,6C,Herkimer,OHIO,11 - Slash - Light,5.0,0.3,43.27086,-74.92014,Private Property,"Pickett,Adam ",911 Dispatch,538.0,2088.0,672.0,1.0,1,2008,07,06
Campfire,07/07/2008,07/07/2008,07/07/2008,7,7A,Oswego,ORWELL, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.53794,-75.90250999999998,State Forest/RF Area,"Jackson,Scott ",Ranger Patrol,762.0,2135.0,241.0,0.0,8,2008,07,07
Miscellaneous,07/10/2008,07/09/2008,07/13/2008,5,5E,Essex,TICONDEROGA, 8 - Timber - Light Hardwood Litter,5.0,0.5,43.9188,-73.43418,Private Property,"St. Claire,Mark R",Other,154.0,2084.0,420.0,3.0,8,2008,07,10
Campfire,07/12/2008,07/12/2008,07/12/2008,5,5D,Hamilton,LAKE PLEASANT, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.60617,-74.3915,State Forest/RF Area,"Ploss,John ",DEC Dispatch,1409.0,622.0,865.0,0.0,8,2008,07,12
Incendiary,07/19/2008,07/22/2008,07/22/2008,1,1A,Suffolk,BABYLON, 6 - Brush - Mixed/Regeneration,5.0,0.2,40.76769,-73.30495,Unique Area,"Thompson,Michael W",911 Dispatch,1110.0,2179.0,1023.0,3.0,6,2008,07,19
Incendiary,07/13/2008,07/22/2008,07/22/2008,1,1A,Suffolk,BROOKHAVEN, 6 - Brush - Mixed/Regeneration,4.0,0.2,40.92173,-72.9287,Wildlife Management Area,"Gallagher,Bryan ",Local P.D.,1420.0,2179.0,1022.0,9.0,6,2008,07,13
Debris Burning,08/04/2008,08/05/2008,08/07/2008,5,5E,Essex,SCHROON,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.2,43.77605,-73.79885999999998,Private Property,"Russell,Edwin ",Landowner,148.0,2084.0,427.0,3.0,1,2008,08,04
Smoking,08/17/2008,08/18/2008,08/18/2008,6,6B,Herkimer,WEBB, 9 - Timber - Medium Hardwood Litter,5.0,0.1,43.81676,-74.88088,Forest Preserve,"Scanlon,John ",DEC Dispatch,544.0,2088.0,666.0,1.0,9,2008,08,17
Campfire,09/01/2008,09/01/2008,09/02/2008,5,5A,Franklin,SANTA CLARA, 8 - Timber - Light Hardwood Litter,5.0,0.1,44.32685,-74.40926,Forest Preserve,"Harjung,Julie ",Other,303.0,621.0,179.0,1.0,8,2008,09,01
Prescribed Fire,09/03/2008,09/03/2008,09/05/2008,1,1A,Suffolk,RIVERHEAD, 6 - Brush - Mixed/Regeneration,4.0,0.3,40.94606,-72.71281,Unique Area,"Thompson,Michael W",Ranger Patrol,1530.0,2179.0,1017.0,2.0,6,2008,09,03
Incendiary,09/05/2008,09/05/2008,09/11/2008,5,5A,Franklin,BRIGHTON,10 - Timber  - Heavy Litter/Downed Fuels,5.0,9.2,44.43056,-74.2391,Conservation Easement,"Bassage,Keith ",Ranger Patrol,292.0,621.0,191.0,6.0,1,2008,09,05
Miscellaneous,09/05/2008,09/08/2008,09/08/2008,5,5A,Franklin,FRANKLIN, 4 - Brush - Heavy/Volatile,5.0,2.0,44.30153,-73.94166,Forest Preserve,"Balerno,Jeffrey ",Other,275.0,2084.0,430.0,3.0,4,2008,09,05
Equipment,09/25/2008,09/25/2008,09/26/2008,7,7A,Onondaga,LYSANDER, 1 - Grass - Light,5.0,0.2,43.19616,-76.31803000000002,Wildlife Management Area,"Jackson,Scott ",Other,346.0,2132.0,697.0,1.0,1,2008,09,25
Campfire,09/25/2008,10/01/2008,10/01/2008,7,7A,Broome,SANFORD, 8 - Timber - Light Hardwood Litter,5.0,0.1,42.12181,-75.53826,State Forest/RF Area,"Oldroyd,Jeremy M",911 Dispatch,445.0,2033.0,940.0,6.0,8,2008,09,25
Incendiary,10/13/2008,10/13/2008,10/13/2008,7,7A,Chenango,SMYRNA, 8 - Timber - Light Hardwood Litter,4.0,0.1,42.70475,-75.65231999999997,State Forest/RF Area,"McPherson,James ",911 Dispatch,1375.0,2037.0,254.0,0.0,8,2008,10,13
Incendiary,10/13/2008,10/13/2008,10/13/2008,7,7A,Chenango,SMYRNA, 8 - Timber - Light Hardwood Litter,4.0,0.1,42.6967,-75.66524,State Forest/RF Area,"McPherson,James ",911 Dispatch,1375.0,2037.0,254.0,0.0,8,2008,10,13
Incendiary,10/13/2008,10/13/2008,10/13/2008,7,7A,Chenango,OTSELIC, 8 - Timber - Light Hardwood Litter,4.0,0.1,42.70834,-75.69164,Private Property,"Prunoske,James ",911 Dispatch,1375.0,2037.0,262.0,0.0,8,2008,10,13
Miscellaneous,10/20/2008,10/20/2008,10/23/2008,3,3B,Putnam,CARMEL, 8 - Timber - Light Hardwood Litter,5.0,4.0,41.41201,-73.74027,Private Property,"Baldwin,Benjamin C",911 Dispatch,1257.0,627.0,103.0,3.0,8,2008,10,20
Prescribed Fire,10/30/2008,11/03/2008,11/03/2008,1,1A,Suffolk,RIVERHEAD, 1 - Grass - Light,4.0,11.0,40.8974,-72.82392,Wildlife Management Area,"Thompson,Michael W",Ranger Patrol,1607.0,2179.0,1017.0,4.0,1,2008,10,30
Campfire,11/04/2008,11/04/2008,11/06/2008,8,8A,Steuben,ERWIN, 9 - Timber - Medium Hardwood Litter,4.0,3.0,42.17687,-77.10489,State Forest/RF Area,"Dormer,Patrick G",Other,56.0,2178.0,36.0,2.0,9,2008,11,04
Debris Burning,11/22/2008,11/22/2008,11/22/2008,5,5E,Warren,QUEENSBURY, 3 - Grass - Heavy,5.0,2.0,43.40753,-73.62822,Private Property,"Donegan,Evan F",911 Dispatch,785.0,2183.0,818.0,0.0,3,2008,11,22
Debris Burning,03/15/2009,03/15/2009,03/15/2009,5,5F,Washington,JACKSON, 1 - Grass - Light,5.0,0.3,43.10929,-73.3917,Private Property,"Bodnar,Michael J",911 Dispatch,803.0,2184.0,720.0,0.0,1,2009,03,15
Miscellaneous,03/16/2009,03/16/2009,03/16/2009,5,5B,Franklin,MALONE, 1 - Grass - Light,5.0,0.1,44.82655,-74.32146,Private Property,"Gliddi,Thomas ",911 Dispatch,278.0,621.0,182.0,0.0,1,2009,03,16
Debris Burning,03/16/2009,03/16/2009,03/16/2009,8,8A,Steuben,TUSCARORA, 1 - Grass - Light,4.0,5.0,42.08418,-77.22867,Private Property,"Meehan,William X",911 Dispatch,1748.0,2178.0,22.0,0.0,1,2009,03,16
Debris Burning,03/17/2009,03/17/2009,03/17/2009,5,5B,Clinton,BLACK BROOK, 1 - Grass - Light,5.0,0.5,44.5136,-73.76744000000002,Private Property,"Fox,Daniel ",911 Dispatch,304.0,2038.0,12.0,0.0,1,2009,03,17
Miscellaneous,03/17/2009,03/17/2009,03/17/2009,9,9A,Cattaraugus,EAST OTTO, 1 - Grass - Light,3.0,7.0,42.36414,-78.67726,Private Property,"Flanagan,Martin T",911 Dispatch,1709.0,2034.0,365.0,0.0,1,2009,03,17
Equipment,03/19/2009,03/19/2009,03/20/2009,8,8A,Steuben,ADDISON, 1 - Grass - Light,4.0,6.0,42.17619000000001,-77.23384,Private Property,"Farrand,Anne M",911 Dispatch,1767.0,2178.0,48.0,1.0,1,2009,03,19
Debris Burning,03/20/2009,03/20/2009,03/20/2009,8,8A,Steuben,LINDLEY, 1 - Grass - Light,5.0,2.0,42.06589,-77.19946999999998,Private Property,"Farrand,Anne M",911 Dispatch,56.0,2178.0,28.0,0.0,1,2009,03,20
Debris Burning,03/22/2009,03/22/2009,03/22/2009,5,5B,Essex,JAY, 1 - Grass - Light,3.0,0.5,44.24897,-73.39499,Private Property,"Fox,Daniel ",DEC Dispatch,267.0,2084.0,419.0,0.0,1,2009,03,22
Debris Burning,03/21/2009,03/21/2009,03/21/2009,4,4B,Schoharie,BROOME, 1 - Grass - Light,5.0,0.2,42.51823,-74.31581,Private Property,"Henry,William ",911 Dispatch,1295.0,629.0,171.0,0.0,1,2009,03,21
Incendiary,03/21/2009,03/21/2009,03/21/2009,4,4B,Schoharie,SUMMIT, 1 - Grass - Light,4.0,12.8,42.57087,-74.64881,Private Property,"Henry,William ",911 Dispatch,1189.0,629.0,143.0,0.0,1,2009,03,21
Miscellaneous,03/14/2009,03/14/2009,03/14/2009,4,4A,Greene,GREENVILLE, 1 - Grass - Light,4.0,2.0,42.41743,-74.00901999999998,Private Property,"Glesmann,Karen ",911 Dispatch,1228.0,2087.0,757.0,0.0,1,2009,03,14
Prescribed Fire,03/22/2009,03/23/2009,03/23/2009,1,1A,Suffolk,RIVERHEAD, 3 - Grass - Heavy,4.0,24.3,40.9074,-72.75955,Wildlife Management Area,"Gallagher,Bryan ",Ranger Patrol,1534.0,2179.0,1017.0,1.0,3,2009,03,22
Debris Burning,03/23/2009,03/23/2009,03/23/2009,4,4A,Greene,GREENVILLE, 1 - Grass - Light,4.0,2.0,42.40523,-74.02503,Private Property,"Nelson,Christine X",911 Dispatch,1228.0,2087.0,757.0,0.0,1,2009,03,23
Campfire,03/23/2009,03/24/2009,04/24/2009,3,3B,Dutchess,LA GRANGE, 8 - Timber - Light Hardwood Litter,4.0,7.0,41.68249,-73.79105,OPR&HP (State Parks),"Temple,Jenifer L",911 Dispatch,1003.0,2040.0,594.0,32.0,8,2009,03,23
Prescribed Fire,03/21/2009,03/24/2009,03/22/2009,8,8A,Monroe,RUSH, 1 - Grass - Light,4.0,55.0,42.96166,-77.68,Unique Area,"Meehan,William X",Ranger Patrol,401.0,2093.0,536.0,1.0,1,2009,03,21
Prescribed Fire,03/24/2009,03/24/2009,03/25/2009,8,8A,Monroe,RUSH, 3 - Grass - Heavy,4.0,43.0,42.96166,-77.68,Unique Area,"Carpenter,Timothy J",Ranger Patrol,401.0,2093.0,536.0,1.0,3,2009,03,24
Debris Burning,03/24/2009,03/24/2009,03/24/2009,3,3B,Dutchess,WASHINGTON, 9 - Timber - Medium Hardwood Litter,5.0,0.3,41.76924,-73.70796999999997,Private Property,"Temple,Jenifer L",911 Dispatch,982.0,2040.0,603.0,0.0,9,2009,03,24
Debris Burning,03/24/2009,03/24/2009,03/24/2009,3,3A,Sullivan,FALLSBURGH, 7 - Brush - Understory,1.0,1.0,41.67752,-74.60661999999998,Private Property,"Miller,Gary W",911 Dispatch,1096.0,2180.0,660.0,0.0,7,2009,03,24
Incendiary,03/24/2009,03/24/2009,04/06/2009,3,3B,Putnam,PHILIPSTOWN,10 - Timber  - Heavy Litter/Downed Fuels,4.0,70.0,41.3671,-73.94412,Unique Area,"Baldwin,Benjamin C",911 Dispatch,1246.0,627.0,100.0,13.0,1,2009,03,24
Debris Burning,03/25/2009,03/25/2009,03/25/2009,3,3A,Sullivan,BETHEL, 8 - Timber - Light Hardwood Litter,4.0,5.5,41.69164,-74.90998,Private Property,"Miller,Gary W",911 Dispatch,1042.0,2180.0,664.0,0.0,8,2009,03,25
Debris Burning,03/25/2009,03/25/2009,03/25/2009,3,3A,Sullivan,THOMPSON, 9 - Timber - Medium Hardwood Litter,4.0,3.0,41.6945,-74.70100000000002,Private Property,"Meade,David ",911 Dispatch,1024.0,2180.0,650.0,0.0,9,2009,03,25
Smoking,03/25/2009,03/25/2009,03/25/2009,7,7A,Chenango,OTSELIC, 1 - Grass - Light,5.0,0.5,42.67848,-75.71955,Private Property,"Prunoske,James ",911 Dispatch,452.0,2037.0,262.0,0.0,1,2009,03,25
Debris Burning,03/25/2009,03/25/2009,03/25/2009,3,3A,Sullivan,BETHEL, 8 - Timber - Light Hardwood Litter,3.0,1.5,41.74129,-74.75206,Private Property,"Seeley,Jason J",911 Dispatch,1046.0,2180.0,664.0,0.0,8,2009,03,25
Debris Burning,03/25/2009,03/25/2009,03/25/2009,8,8A,Steuben,HARTSVILLE, 1 - Grass - Light,5.0,3.5,42.21478,-77.72074,Private Property,"Dormer,Patrick G",911 Dispatch,1782.0,2178.0,33.0,0.0,1,2009,03,25
Smoking,03/25/2009,03/25/2009,03/26/2009,8,8A,Yates,ITALY, 1 - Grass - Light,4.0,30.0,42.61397,-77.2849,Private Property,"Dormer,Patrick G",DEC Dispatch,323.0,2225.0,95.0,1.0,1,2009,03,25
Debris Burning,03/25/2009,03/25/2009,03/25/2009,3,3B,Ulster,SHAWANGUNK, 8 - Timber - Light Hardwood Litter,5.0,4.0,41.64735,-74.37456,Private Property,"Mecus,Robert ",911 Dispatch,1001.0,2182.0,409.0,0.0,8,2009,03,25
Debris Burning,03/25/2009,03/25/2009,03/25/2009,8,8A,Schuyler,HECTOR, 1 - Grass - Light,4.0,17.5,42.53028,-76.7685,Private Property,"Meehan,William X",911 Dispatch,917.0,2143.0,645.0,0.0,1,2009,03,25
Miscellaneous,03/25/2009,03/25/2009,03/25/2009,7,7A,Oswego,SCHROEPPEL, 1 - Grass - Light,4.0,7.0,43.27894000000001,-76.27266999999998,Private Property,"Jackson,Scott ",911 Dispatch,669.0,2135.0,233.0,0.0,1,2009,03,25
Debris Burning,03/25/2009,03/25/2009,03/26/2009,7,7A,Broome,LISLE, 1 - Grass - Light,4.0,25.0,42.31314,-76.05565,Private Property,"Oldroyd,Jeremy M",911 Dispatch,433.0,2033.0,943.0,1.0,1,2009,03,25
Debris Burning,03/21/2009,03/27/2009,03/21/2009,5,5B,Franklin,FORT COVINGTON, 1 - Grass - Light,5.0,0.1,44.96683,-74.57083,Private Property,"Gliddi,Thomas ",911 Dispatch,208.0,621.0,185.0,0.0,1,2009,03,21
Incendiary,03/28/2009,03/28/2009,03/28/2009,7,7A,Chenango,PLYMOUTH, 8 - Timber - Light Hardwood Litter,5.0,0.5,42.55808,-75.62853,Private Property,"McPherson,James ",911 Dispatch,446.0,2037.0,258.0,0.0,8,2009,03,28
Debris Burning,03/27/2009,03/27/2009,03/27/2009,4,4A,Rensselaer,PITTSTOWN, 2 - Grass - Understory,5.0,0.1,42.85569,-73.58863000000002,Private Property,"Hess,Joseph C",911 Dispatch,1294.0,2138.0,117.0,0.0,2,2009,03,27
Children,03/21/2009,03/21/2009,03/21/2009,5,5E,Warren,QUEENSBURY, 8 - Timber - Light Hardwood Litter,5.0,0.1,43.356,-73.675,Private Property,"Donegan,Evan F",911 Dispatch,785.0,2183.0,818.0,0.0,8,2009,03,21
Debris Burning,03/27/2009,03/27/2009,03/27/2009,4,4B,Schoharie,FULTON, 1 - Grass - Light,5.0,2.0,42.60373,-74.47229,Private Property,"Henry,William ",911 Dispatch,17.0,629.0,151.0,0.0,1,2009,03,27
